04778.jsonl	software-engineering		Stablecoin legislation is projected to enable $1 trillion to $10 trillion worth of digital dollars to be minted over the next 5 years, massively accelerating their adoption.
04779.jsonl	software-engineering		Stablecoin legislation is projected to enable $1 trillion to $10 trillion worth of digital dollars to be minted over the next 5 years, massively accelerating their adoption.
04780.md	software-engineering		Stablecoin legislation is projected to enable $1 trillion to $10 trillion worth of digital dollars to be minted over the next 5 years, massively accelerating their adoption.
04781.jsonl	philosophy-epistemology	ai-agents	Philosophical analysis of AI as an emerging subsystem with its own operational logic incompatible with human meaning-making. Identifies a specification class (technocratic elite de
04782.jsonl	philosophy-epistemology	ai-agents	Philosophical analysis of AI as an emerging subsystem with its own operational logic incompatible with human meaning-making. Identifies a specification class (technocratic elite de
04783.md	philosophy-epistemology	ai-agents	Philosophical analysis of AI as an emerging subsystem with its own operational logic incompatible with human meaning-making. Identifies a specification class (technocratic elite de
04784.jsonl	history		The ultimate product forms of AI are currently unknown, similar to how early personal computers were text-prompt systems for 17 years before GUIs emerged, and then web browsers aft
04785.jsonl	history		The ultimate product forms of AI are currently unknown, similar to how early personal computers were text-prompt systems for 17 years before GUIs emerged, and then web browsers aft
04786.md	history		The ultimate product forms of AI are currently unknown, similar to how early personal computers were text-prompt systems for 17 years before GUIs emerged, and then web browsers aft
04787.jsonl	ai-general		AI is not a bubble; it's a real platform shift backed by over $200B in hyperscaler capital expenditure on infrastructure.
04788.jsonl	ai-general		AI is not a bubble; it's a real platform shift backed by over $200B in hyperscaler capital expenditure on infrastructure.
04789.md	ai-general		AI is not a bubble; it's a real platform shift backed by over $200B in hyperscaler capital expenditure on infrastructure.
04790.jsonl	other-ai-tool	design	X is replacing legacy Twitter heuristics with Grok-driven recommendations, which understand context much better.
04791.jsonl	other-ai-tool	design	X is replacing legacy Twitter heuristics with Grok-driven recommendations, which understand context much better.
04792.md	other-ai-tool	design	X is replacing legacy Twitter heuristics with Grok-driven recommendations, which understand context much better.
04793.jsonl	ai-general		The Matrix films secretly laid the groundwork for the AI and 3D revolution seen today with tools like Genie 3 and Unreal Engine, a vision planned 25 years prior.
04794.jsonl	ai-general		The Matrix films secretly laid the groundwork for the AI and 3D revolution seen today with tools like Genie 3 and Unreal Engine, a vision planned 25 years prior.
04795.md	ai-general		The Matrix films secretly laid the groundwork for the AI and 3D revolution seen today with tools like Genie 3 and Unreal Engine, a vision planned 25 years prior.
04796.jsonl	ai-business	economics-investing	Elon Musk projects full rocket reusability achievement in 2025, which would reduce launch costs by 100x or more.
04797.jsonl	ai-business	economics-investing	Elon Musk projects full rocket reusability achievement in 2025, which would reduce launch costs by 100x or more.
04798.md	ai-business	economics-investing	Elon Musk projects full rocket reusability achievement in 2025, which would reduce launch costs by 100x or more.
04799.jsonl	ai-models		AI has discovered how to convert energy into intelligence, but scaling this process is physically impossible with current methods.
04800.jsonl	ai-models		AI has discovered how to convert energy into intelligence, but scaling this process is physically impossible with current methods.
04801.md	ai-models		AI has discovered how to convert energy into intelligence, but scaling this process is physically impossible with current methods.
04802.jsonl	ai-business		AI and robotics will "refactor" the economy rather than obliterate it, meaning they will rewrite how things work while achieving identical results.
04803.jsonl	ai-business		AI and robotics will "refactor" the economy rather than obliterate it, meaning they will rewrite how things work while achieving identical results.
04804.md	ai-business		AI and robotics will "refactor" the economy rather than obliterate it, meaning they will rewrite how things work while achieving identical results.
04805.jsonl	biology-evolution		GPT-3 was able to produce lawyer-quality answers for 86 out of 100 landlord-tenant legal questions, deemed good enough to send to clients without edits by three attorneys.
04806.jsonl	biology-evolution		GPT-3 was able to produce lawyer-quality answers for 86 out of 100 landlord-tenant legal questions, deemed good enough to send to clients without edits by three attorneys.
04807.md	biology-evolution		GPT-3 was able to produce lawyer-quality answers for 86 out of 100 landlord-tenant legal questions, deemed good enough to send to clients without edits by three attorneys.
04808.jsonl	ai-general		AI is intrinsically democratic and moatless because once the possibility of a technology is demonstrated, it becomes easy and cheaper to reproduce.
04809.jsonl	ai-general		AI is intrinsically democratic and moatless because once the possibility of a technology is demonstrated, it becomes easy and cheaper to reproduce.
04810.md	ai-general		AI is intrinsically democratic and moatless because once the possibility of a technology is demonstrated, it becomes easy and cheaper to reproduce.
04811.jsonl	biology-evolution	ai-safety	My Notion PPV Tour: the original Notion Life OS, reimagined for 2026 by August Bradley. A lecture covering notion, ppv, tour.
04812.jsonl	biology-evolution	ai-safety	My Notion PPV Tour: the original Notion Life OS, reimagined for 2026 by August Bradley. A lecture covering notion, ppv, tour.
04813.md	biology-evolution	ai-safety	My Notion PPV Tour: the original Notion Life OS, reimagined for 2026 by August Bradley. A lecture covering notion, ppv, tour.
04814.jsonl	ai-coding		How AI Will Change Everything! w/ Dr. Fei-Fei Li by Young and Profiting. A interview covering change, everything, fei.
04815.jsonl	ai-coding		How AI Will Change Everything! w/ Dr. Fei-Fei Li by Young and Profiting. A interview covering change, everything, fei.
04816.md	ai-coding		How AI Will Change Everything! w/ Dr. Fei-Fei Li by Young and Profiting. A interview covering change, everything, fei.
04817.jsonl	ai-coding		Will AI kill us all? | Chris Meah | TEDxAstonUniversity by TEDx Talks. A lecture covering kill, chris, meah.
04818.jsonl	ai-coding		Will AI kill us all? | Chris Meah | TEDxAstonUniversity by TEDx Talks. A lecture covering kill, chris, meah.
04819.md	ai-coding		Will AI kill us all? | Chris Meah | TEDxAstonUniversity by TEDx Talks. A lecture covering kill, chris, meah.
04820.jsonl	ai-business	chatgpt	ARK Invest's Chief Futurist Brett Winton believes the perception of the AI trade as a bubble is "flat wrong."
04821.jsonl	ai-business	chatgpt	ARK Invest's Chief Futurist Brett Winton believes the perception of the AI trade as a bubble is "flat wrong."
04822.md	ai-business	chatgpt	ARK Invest's Chief Futurist Brett Winton believes the perception of the AI trade as a bubble is "flat wrong."
04823.jsonl	ai-coding		What Most People Miss in Marcus Aurelius' Meditations by Unsolicited advice. A lecture covering most, people, miss.
04824.jsonl	ai-coding		What Most People Miss in Marcus Aurelius' Meditations by Unsolicited advice. A lecture covering most, people, miss.
04825.md	ai-coding		What Most People Miss in Marcus Aurelius' Meditations by Unsolicited advice. A lecture covering most, people, miss.
04826.jsonl	economics-investing		How to Speak So Well People Give You Money by Alex Hormozi. A tutorial covering speak, well, people.
04827.jsonl	economics-investing		How to Speak So Well People Give You Money by Alex Hormozi. A tutorial covering speak, well, people.
04828.md	economics-investing		How to Speak So Well People Give You Money by Alex Hormozi. A tutorial covering speak, well, people.
04829.jsonl	ai-business	economics-startups	Jensen Huang & @NVIDIA | 2025 Hawking Fellow | Cambridge Union by Cambridge Union. A panel discussion covering jensen, huang, nvidia.
04830.jsonl	ai-business	economics-startups	Jensen Huang & @NVIDIA | 2025 Hawking Fellow | Cambridge Union by Cambridge Union. A panel discussion covering jensen, huang, nvidia.
04831.md	ai-business	economics-startups	Jensen Huang & @NVIDIA | 2025 Hawking Fellow | Cambridge Union by Cambridge Union. A panel discussion covering jensen, huang, nvidia.
04832.jsonl	other-ai-tool		Lovable Boasts 8m Users: Long-Live Vibe Coding? by The AI Daily Brief: Artificial Intelligence News. A panel discussion covering lovable, boasts, users.
04833.jsonl	other-ai-tool		Lovable Boasts 8m Users: Long-Live Vibe Coding? by The AI Daily Brief: Artificial Intelligence News. A panel discussion covering lovable, boasts, users.
04834.md	other-ai-tool		Lovable Boasts 8m Users: Long-Live Vibe Coding? by The AI Daily Brief: Artificial Intelligence News. A panel discussion covering lovable, boasts, users.
04835.jsonl	ai-models		They Built an AGI Lab in 8 Months by Interconnects AI. A lecture covering built, agi, lab.
04836.jsonl	ai-models		They Built an AGI Lab in 8 Months by Interconnects AI. A lecture covering built, agi, lab.
04837.md	ai-models		They Built an AGI Lab in 8 Months by Interconnects AI. A lecture covering built, agi, lab.
04838.jsonl	ai-models	ai-safety	Large Language Model Selection Masterclass - Nov 2025 by Marina Wyss - AI & Machine Learning. A tutorial covering large, language, model.
04839.jsonl	ai-models	ai-safety	Large Language Model Selection Masterclass - Nov 2025 by Marina Wyss - AI & Machine Learning. A tutorial covering large, language, model.
04840.md	ai-models	ai-safety	Large Language Model Selection Masterclass - Nov 2025 by Marina Wyss - AI & Machine Learning. A tutorial covering large, language, model.
04841.jsonl	software-engineering	ai-coding	Palantir Warp Speed Deep Dive by Palantir. A lecture covering palantir, warp, speed.
04842.jsonl	software-engineering	ai-coding	Palantir Warp Speed Deep Dive by Palantir. A lecture covering palantir, warp, speed.
04843.md	software-engineering	ai-coding	Palantir Warp Speed Deep Dive by Palantir. A lecture covering palantir, warp, speed.
04844.jsonl	chatgpt		ChatGPT Atlas Drove Me Insane (it's not just Chrome) by Theo - t3․gg. A lecture covering chatgpt, atlas, drove.
04845.jsonl	chatgpt		ChatGPT Atlas Drove Me Insane (it's not just Chrome) by Theo - t3․gg. A lecture covering chatgpt, atlas, drove.
04846.md	chatgpt		ChatGPT Atlas Drove Me Insane (it's not just Chrome) by Theo - t3․gg. A lecture covering chatgpt, atlas, drove.
04847.jsonl	ai-coding		Singapore Tried to Grow More of Its Own Food... by Asianometry. A lecture covering singapore, tried, grow.
04848.jsonl	ai-coding		Singapore Tried to Grow More of Its Own Food... by Asianometry. A lecture covering singapore, tried, grow.
04849.md	ai-coding		Singapore Tried to Grow More of Its Own Food... by Asianometry. A lecture covering singapore, tried, grow.
04850.jsonl	ai-memory		World Model RAG: Generative Semantic Workspaces by Discover AI. A lecture covering world, model, rag.
04851.jsonl	ai-memory		World Model RAG: Generative Semantic Workspaces by Discover AI. A lecture covering world, model, rag.
04852.md	ai-memory		World Model RAG: Generative Semantic Workspaces by Discover AI. A lecture covering world, model, rag.
04853.jsonl	ai-coding		90% of AI Jargon Is Useless — Here's What Actually Matters by Dylan Davis. A lecture covering jargon, useless, here.
04854.jsonl	ai-coding		90% of AI Jargon Is Useless — Here's What Actually Matters by Dylan Davis. A lecture covering jargon, useless, here.
04855.md	ai-coding		90% of AI Jargon Is Useless — Here's What Actually Matters by Dylan Davis. A lecture covering jargon, useless, here.
04856.jsonl	ai-agents	gemini	Introducing SIMA 2, the next milestone in our research creating general and helpful AI agents. by Google DeepMind. A lecture covering introducing, sima, next.
04857.jsonl	ai-agents	gemini	Introducing SIMA 2, the next milestone in our research creating general and helpful AI agents. by Google DeepMind. A lecture covering introducing, sima, next.
04858.md	ai-agents	gemini	Introducing SIMA 2, the next milestone in our research creating general and helpful AI agents. by Google DeepMind. A lecture covering introducing, sima, next.
04859.jsonl	gemini		GEMINI 3.0 stealth release is blowing up (FULLY TESTED) by Wes Roth. A interview covering gemini, stealth, release.
04860.jsonl	gemini		GEMINI 3.0 stealth release is blowing up (FULLY TESTED) by Wes Roth. A interview covering gemini, stealth, release.
04861.md	gemini		GEMINI 3.0 stealth release is blowing up (FULLY TESTED) by Wes Roth. A interview covering gemini, stealth, release.
04862.jsonl	prompt-engineering		How I Improved AI Output Quality 10X With One Prompting Shift by AI News & Strategy Daily | Nate B Jones. A lecture covering improved, output, quality.
04863.jsonl	prompt-engineering		How I Improved AI Output Quality 10X With One Prompting Shift by AI News & Strategy Daily | Nate B Jones. A lecture covering improved, output, quality.
04864.md	prompt-engineering		How I Improved AI Output Quality 10X With One Prompting Shift by AI News & Strategy Daily | Nate B Jones. A lecture covering improved, output, quality.
04865.jsonl	economics-startups	economics-investing	Palantir CEO Alex Karp talks AI and slams those who doubt his company's stock by Yahoo Finance. A interview covering palantir, ceo, alex.
04866.jsonl	economics-startups	economics-investing	Palantir CEO Alex Karp talks AI and slams those who doubt his company's stock by Yahoo Finance. A interview covering palantir, ceo, alex.
04867.md	economics-startups	economics-investing	Palantir CEO Alex Karp talks AI and slams those who doubt his company's stock by Yahoo Finance. A interview covering palantir, ceo, alex.
04868.jsonl	ai-coding		GPT-5.1 is built for normies by Theo - t3․gg. A lecture covering gpt, built, normies.
04869.jsonl	ai-coding		GPT-5.1 is built for normies by Theo - t3․gg. A lecture covering gpt, built, normies.
04870.md	ai-coding		GPT-5.1 is built for normies by Theo - t3․gg. A lecture covering gpt, built, normies.
04871.jsonl	history	ai-coding	LIVESTREAM | Kate Crawford | Mapping Empires by The Long Now Foundation. A lecture covering livestream, kate, crawford.
04872.jsonl	history	ai-coding	LIVESTREAM | Kate Crawford | Mapping Empires by The Long Now Foundation. A lecture covering livestream, kate, crawford.
04873.md	history	ai-coding	LIVESTREAM | Kate Crawford | Mapping Empires by The Long Now Foundation. A lecture covering livestream, kate, crawford.
04874.jsonl	economics-startups	ai-coding	CEO of Microsoft AI:The Next 10 Years Will Change Humanity Forever by Silicon Valley Girl. A interview covering ceo, microsoft, next.
04875.jsonl	economics-startups	ai-coding	CEO of Microsoft AI:The Next 10 Years Will Change Humanity Forever by Silicon Valley Girl. A interview covering ceo, microsoft, next.
04876.md	economics-startups	ai-coding	CEO of Microsoft AI:The Next 10 Years Will Change Humanity Forever by Silicon Valley Girl. A interview covering ceo, microsoft, next.
04877.jsonl	ai-business	history	Anthropic, Glean & OpenRouter: How AI Moats Are Built with Deedy Das of Menlo Ventures by Latent Space. A lecture covering anthropic, glean, openrouter.
04878.jsonl	ai-business	history	Anthropic, Glean & OpenRouter: How AI Moats Are Built with Deedy Das of Menlo Ventures by Latent Space. A lecture covering anthropic, glean, openrouter.
04879.md	ai-business	history	Anthropic, Glean & OpenRouter: How AI Moats Are Built with Deedy Das of Menlo Ventures by Latent Space. A lecture covering anthropic, glean, openrouter.
04880.jsonl	cursor	biology-evolution	Apps vs Models: Who Wins AI? by The AI Daily Brief: Artificial Intelligence News. A panel discussion covering apps, models, who.
04881.jsonl	cursor	biology-evolution	Apps vs Models: Who Wins AI? by The AI Daily Brief: Artificial Intelligence News. A panel discussion covering apps, models, who.
04882.md	cursor	biology-evolution	Apps vs Models: Who Wins AI? by The AI Daily Brief: Artificial Intelligence News. A panel discussion covering apps, models, who.
04883.jsonl	chatgpt		ChatGPT 5.1 Is the First True AI Worker: Here's What Changed by AI News & Strategy Daily | Nate B Jones. A lecture covering chatgpt, first, true.
04884.jsonl	chatgpt		ChatGPT 5.1 Is the First True AI Worker: Here's What Changed by AI News & Strategy Daily | Nate B Jones. A lecture covering chatgpt, first, true.
04885.md	chatgpt		ChatGPT 5.1 Is the First True AI Worker: Here's What Changed by AI News & Strategy Daily | Nate B Jones. A lecture covering chatgpt, first, true.
04886.jsonl	economics-startups	ai-coding	Fireside Chat w Joshua Browder by Relentless. A lecture covering fireside, chat, joshua.
04887.jsonl	economics-startups	ai-coding	Fireside Chat w Joshua Browder by Relentless. A lecture covering fireside, chat, joshua.
04888.md	economics-startups	ai-coding	Fireside Chat w Joshua Browder by Relentless. A lecture covering fireside, chat, joshua.
04889.jsonl	philosophy-epistemology	ai-business	The Brutal Truth About Biotech: Why $2B Per Drug Is Killing Innovation by a16z. A lecture covering brutal, truth, biotech.
04890.jsonl	philosophy-epistemology	ai-business	The Brutal Truth About Biotech: Why $2B Per Drug Is Killing Innovation by a16z. A lecture covering brutal, truth, biotech.
04891.md	philosophy-epistemology	ai-business	The Brutal Truth About Biotech: Why $2B Per Drug Is Killing Innovation by a16z. A lecture covering brutal, truth, biotech.
04892.jsonl	ai-business	ai-coding	Texting While ‘Driving’ In A Tesla Is… Allowed? | The Brainstorm EP 109 by ARK Invest. A panel discussion covering texting, while, driving.
04893.jsonl	ai-business	ai-coding	Texting While ‘Driving’ In A Tesla Is… Allowed? | The Brainstorm EP 109 by ARK Invest. A panel discussion covering texting, while, driving.
04894.md	ai-business	ai-coding	Texting While ‘Driving’ In A Tesla Is… Allowed? | The Brainstorm EP 109 by ARK Invest. A panel discussion covering texting, while, driving.
04895.jsonl	mcp		Anthropic admits that MCP sucks by Theo - t3․gg. A lecture covering anthropic, admits, mcp.
04896.jsonl	mcp		Anthropic admits that MCP sucks by Theo - t3․gg. A lecture covering anthropic, admits, mcp.
04897.md	mcp		Anthropic admits that MCP sucks by Theo - t3․gg. A lecture covering anthropic, admits, mcp.
04898.jsonl	chatgpt	ai-video	OpenAI Surprise Drops GPT-5.1 But Google Is Lurking by AI For Humans. A tutorial covering openai, surprise, drops.
04899.jsonl	chatgpt	ai-video	OpenAI Surprise Drops GPT-5.1 But Google Is Lurking by AI For Humans. A tutorial covering openai, surprise, drops.
04900.md	chatgpt	ai-video	OpenAI Surprise Drops GPT-5.1 But Google Is Lurking by AI For Humans. A tutorial covering openai, surprise, drops.
04901.jsonl	chatgpt		ChatGPT Atlas and the next era of web browsing — the OpenAI Podcast Ep. 9 by OpenAI. A lecture covering chatgpt, atlas, next.
04902.jsonl	chatgpt		ChatGPT Atlas and the next era of web browsing — the OpenAI Podcast Ep. 9 by OpenAI. A lecture covering chatgpt, atlas, next.
04903.md	chatgpt		ChatGPT Atlas and the next era of web browsing — the OpenAI Podcast Ep. 9 by OpenAI. A lecture covering chatgpt, atlas, next.
04904.jsonl	philosophy-epistemology		6 Things GPT-5.1 Does Better by The AI Daily Brief: Artificial Intelligence News. A panel discussion covering things, gpt, better.
04905.jsonl	philosophy-epistemology		6 Things GPT-5.1 Does Better by The AI Daily Brief: Artificial Intelligence News. A panel discussion covering things, gpt, better.
04906.md	philosophy-epistemology		6 Things GPT-5.1 Does Better by The AI Daily Brief: Artificial Intelligence News. A panel discussion covering things, gpt, better.
04907.jsonl	ai-business	economics-investing	AI Bubble Anxiety On The Rise: Two AI CEOs Weigh In by CNBC. A interview covering bubble, anxiety, rise.
04908.jsonl	ai-business	economics-investing	AI Bubble Anxiety On The Rise: Two AI CEOs Weigh In by CNBC. A interview covering bubble, anxiety, rise.
04909.md	ai-business	economics-investing	AI Bubble Anxiety On The Rise: Two AI CEOs Weigh In by CNBC. A interview covering bubble, anxiety, rise.
04910.jsonl	ai-agents	ai-coding	6 Levels of Building PROFITABLE Software (beginner to god mode) by Olly Rosewell. A tutorial covering levels, building, profitable.
04911.jsonl	ai-agents	ai-coding	6 Levels of Building PROFITABLE Software (beginner to god mode) by Olly Rosewell. A tutorial covering levels, building, profitable.
04912.md	ai-agents	ai-coding	6 Levels of Building PROFITABLE Software (beginner to god mode) by Olly Rosewell. A tutorial covering levels, building, profitable.
04913.jsonl	ai-business	ai-memory	DGX Spark: Powering EPRI’s AI Research by NVIDIA Developer. A lecture covering dgx, spark, powering.
04914.jsonl	ai-business	ai-memory	DGX Spark: Powering EPRI’s AI Research by NVIDIA Developer. A lecture covering dgx, spark, powering.
04915.md	ai-business	ai-memory	DGX Spark: Powering EPRI’s AI Research by NVIDIA Developer. A lecture covering dgx, spark, powering.
04916.jsonl	gemini	prompt-engineering	Google Just Pulled a Power Move: VS Code, Colab, and Gemini 3.0 by AI News & Strategy Daily | Nate B Jones. A lecture covering google, just, pulled.
04917.jsonl	gemini	prompt-engineering	Google Just Pulled a Power Move: VS Code, Colab, and Gemini 3.0 by AI News & Strategy Daily | Nate B Jones. A lecture covering google, just, pulled.
04918.md	gemini	prompt-engineering	Google Just Pulled a Power Move: VS Code, Colab, and Gemini 3.0 by AI News & Strategy Daily | Nate B Jones. A lecture covering google, just, pulled.
04919.jsonl	biology-neuroscience	ai-coding	Scientists Found a “Mechanical Flaw”… Then Turned It Into a Superpower by Dylan Curious. A lecture covering scientists, found, mechanical.
04920.jsonl	biology-neuroscience	ai-coding	Scientists Found a “Mechanical Flaw”… Then Turned It Into a Superpower by Dylan Curious. A lecture covering scientists, found, mechanical.
04921.md	biology-neuroscience	ai-coding	Scientists Found a “Mechanical Flaw”… Then Turned It Into a Superpower by Dylan Curious. A lecture covering scientists, found, mechanical.
04922.jsonl	ai-coding		TSMC Arizona: What About the Water? by Asianometry. A lecture covering tsmc, arizona, water.
04923.jsonl	ai-coding		TSMC Arizona: What About the Water? by Asianometry. A lecture covering tsmc, arizona, water.
04924.md	ai-coding		TSMC Arizona: What About the Water? by Asianometry. A lecture covering tsmc, arizona, water.
04925.jsonl	biology-evolution	ai-coding	Why you'll never find the meaning of life by Unsolicited advice. A lecture covering never, find, meaning.
04926.jsonl	biology-evolution	ai-coding	Why you'll never find the meaning of life by Unsolicited advice. A lecture covering never, find, meaning.
04927.md	biology-evolution	ai-coding	Why you'll never find the meaning of life by Unsolicited advice. A lecture covering never, find, meaning.
04928.jsonl	gemini	chatgpt	Gemini 3 Just Triggered The Biggest AI Reset Since 2022 by AI News & Strategy Daily | Nate B Jones. A lecture covering gemini, just, triggered.
04929.jsonl	gemini	chatgpt	Gemini 3 Just Triggered The Biggest AI Reset Since 2022 by AI News & Strategy Daily | Nate B Jones. A lecture covering gemini, just, triggered.
04930.md	gemini	chatgpt	Gemini 3 Just Triggered The Biggest AI Reset Since 2022 by AI News & Strategy Daily | Nate B Jones. A lecture covering gemini, just, triggered.
04931.jsonl	ai-coding	ai-video	GPT-5.1, AI plays any video game, robot army, AI marriage, new TTS, world models: AI NEWS by AI Search. A lecture covering gpt, plays, any.
04932.jsonl	ai-coding	ai-video	GPT-5.1, AI plays any video game, robot army, AI marriage, new TTS, world models: AI NEWS by AI Search. A lecture covering gpt, plays, any.
04933.md	ai-coding	ai-video	GPT-5.1, AI plays any video game, robot army, AI marriage, new TTS, world models: AI NEWS by AI Search. A lecture covering gpt, plays, any.
04934.jsonl	physics-cosmology	economics-startups	David Kirtley: Nuclear Fusion, Plasma Physics, and the Future of Energy | Lex Fridman Podcast #485 by Lex Fridman. A lecture covering david, kirtley, nuclear.
04935.jsonl	physics-cosmology	economics-startups	David Kirtley: Nuclear Fusion, Plasma Physics, and the Future of Energy | Lex Fridman Podcast #485 by Lex Fridman. A lecture covering david, kirtley, nuclear.
04936.md	physics-cosmology	economics-startups	David Kirtley: Nuclear Fusion, Plasma Physics, and the Future of Energy | Lex Fridman Podcast #485 by Lex Fridman. A lecture covering david, kirtley, nuclear.
04937.jsonl	ai-models		AGI Is Here: AI Legend Peter Norvig on Why it Doesn't Matter Anymore by Info-Tech Research Group. A interview covering agi, here, legend.
04938.jsonl	ai-models		AGI Is Here: AI Legend Peter Norvig on Why it Doesn't Matter Anymore by Info-Tech Research Group. A interview covering agi, here, legend.
04939.md	ai-models		AGI Is Here: AI Legend Peter Norvig on Why it Doesn't Matter Anymore by Info-Tech Research Group. A interview covering agi, here, legend.
04940.jsonl	ai-business	claude-code	Anthropic's Monster Projections: Profitable by 2028? by The AI Daily Brief: Artificial Intelligence News. A panel discussion covering anthropic, monster, projections.
04941.jsonl	ai-business	claude-code	Anthropic's Monster Projections: Profitable by 2028? by The AI Daily Brief: Artificial Intelligence News. A panel discussion covering anthropic, monster, projections.
04942.md	ai-business	claude-code	Anthropic's Monster Projections: Profitable by 2028? by The AI Daily Brief: Artificial Intelligence News. A panel discussion covering anthropic, monster, projections.
04943.jsonl	geopolitics-other	economics-macro	AI Fund’s GP, Andrew Ng: LLMs as the Next Geopolitical Weapon & Do Margins Still Matter in AI? by 20VC with Harry Stebbings. A lecture covering fund, andrew, llms.
04944.jsonl	geopolitics-other	economics-macro	AI Fund’s GP, Andrew Ng: LLMs as the Next Geopolitical Weapon & Do Margins Still Matter in AI? by 20VC with Harry Stebbings. A lecture covering fund, andrew, llms.
04945.md	geopolitics-other	economics-macro	AI Fund’s GP, Andrew Ng: LLMs as the Next Geopolitical Weapon & Do Margins Still Matter in AI? by 20VC with Harry Stebbings. A lecture covering fund, andrew, llms.
04946.jsonl	self-improvement	ai-models	Embodied General Intelligence: The Prediction No One’s Ready For by Dylan Curious. A lecture covering embodied, general, intelligence.
04947.jsonl	self-improvement	ai-models	Embodied General Intelligence: The Prediction No One’s Ready For by Dylan Curious. A lecture covering embodied, general, intelligence.
04948.md	self-improvement	ai-models	Embodied General Intelligence: The Prediction No One’s Ready For by Dylan Curious. A lecture covering embodied, general, intelligence.
04949.jsonl	ai-business		AI Costs Plummeting 40x: Why Costs Are Collapsing & What It Really Means w/ Dave, Salim & AWG by Peter H. Diamandis. A lecture covering costs, plummeting, 40x.
04950.jsonl	ai-business		AI Costs Plummeting 40x: Why Costs Are Collapsing & What It Really Means w/ Dave, Salim & AWG by Peter H. Diamandis. A lecture covering costs, plummeting, 40x.
04951.md	ai-business		AI Costs Plummeting 40x: Why Costs Are Collapsing & What It Really Means w/ Dave, Salim & AWG by Peter H. Diamandis. A lecture covering costs, plummeting, 40x.
04952.jsonl	ai-agents		I Summarized Google's 50 Page AI Agent Paper + Vercel's AI Agent Doc in 8 Minutes: Here's the TLDR by AI News & Strategy Daily | Nate B Jones. A lecture covering summarized, google
04953.jsonl	ai-agents		I Summarized Google's 50 Page AI Agent Paper + Vercel's AI Agent Doc in 8 Minutes: Here's the TLDR by AI News & Strategy Daily | Nate B Jones. A lecture covering summarized, google
04954.md	ai-agents		I Summarized Google's 50 Page AI Agent Paper + Vercel's AI Agent Doc in 8 Minutes: Here's the TLDR by AI News & Strategy Daily | Nate B Jones. A lecture covering summarized, google
04955.jsonl	mcp		Building your own MCP server with ADK by Google Cloud Tech. A tutorial covering building, own, mcp.
04956.jsonl	mcp		Building your own MCP server with ADK by Google Cloud Tech. A tutorial covering building, own, mcp.
04957.md	mcp		Building your own MCP server with ADK by Google Cloud Tech. A tutorial covering building, own, mcp.
04958.jsonl	philosophy-epistemology		Palantir Ontology Overview by Palantir. A lecture covering palantir, ontology, overview.
04959.jsonl	philosophy-epistemology		Palantir Ontology Overview by Palantir. A lecture covering palantir, ontology, overview.
04960.md	philosophy-epistemology		Palantir Ontology Overview by Palantir. A lecture covering palantir, ontology, overview.
04961.jsonl	ai-coding	ai-models	Is gpt-5.1 the best code model ever? by Theo - t3․gg. A lecture covering gpt, best, code.
04962.jsonl	ai-coding	ai-models	Is gpt-5.1 the best code model ever? by Theo - t3․gg. A lecture covering gpt, best, code.
04963.md	ai-coding	ai-models	Is gpt-5.1 the best code model ever? by Theo - t3․gg. A lecture covering gpt, best, code.
04964.jsonl	ai-models	ai-coding	xAI's new model is insane... by Wes Roth. A interview covering xai, new, model.
04965.jsonl	ai-models	ai-coding	xAI's new model is insane... by Wes Roth. A interview covering xai, new, model.
04966.md	ai-models	ai-coding	xAI's new model is insane... by Wes Roth. A interview covering xai, new, model.
04967.jsonl	ai-business	ai-agents	How to Go From Beginner to Advanced with AI (Fast) by The Next Wave - AI and the Future of Technology. A interview covering beginner, advanced, fast.
04968.jsonl	ai-business	ai-agents	How to Go From Beginner to Advanced with AI (Fast) by The Next Wave - AI and the Future of Technology. A interview covering beginner, advanced, fast.
04969.md	ai-business	ai-agents	How to Go From Beginner to Advanced with AI (Fast) by The Next Wave - AI and the Future of Technology. A interview covering beginner, advanced, fast.
04970.jsonl	economics-startups	ai-business	Building a Startup in The Age of AI | Selecting The Right Market by Neil - Accelerate. A lecture covering building, startup, age.
04971.jsonl	economics-startups	ai-business	Building a Startup in The Age of AI | Selecting The Right Market by Neil - Accelerate. A lecture covering building, startup, age.
04972.md	economics-startups	ai-business	Building a Startup in The Age of AI | Selecting The Right Market by Neil - Accelerate. A lecture covering building, startup, age.
04973.jsonl	chatgpt	prompt-engineering	ChatGPT Has a Free Prompt Optimizer — Here's How to Use It by Dylan Davis. A tutorial covering chatgpt, free, prompt.
04974.jsonl	chatgpt	prompt-engineering	ChatGPT Has a Free Prompt Optimizer — Here's How to Use It by Dylan Davis. A tutorial covering chatgpt, free, prompt.
04975.md	chatgpt	prompt-engineering	ChatGPT Has a Free Prompt Optimizer — Here's How to Use It by Dylan Davis. A tutorial covering chatgpt, free, prompt.
04976.jsonl	ai-business		The $2B Company Cutting AI Costs By 60% | Tuhin Srivastava by Weights & Biases. A lecture covering company, cutting, costs.
04977.jsonl	ai-business		The $2B Company Cutting AI Costs By 60% | Tuhin Srivastava by Weights & Biases. A lecture covering company, cutting, costs.
04978.md	ai-business		The $2B Company Cutting AI Costs By 60% | Tuhin Srivastava by Weights & Biases. A lecture covering company, cutting, costs.
