cluster_id,action,pool,filepath,size_bytes,has_frontmatter,url,reason
58,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/06-multi-agent-orchestration-swarms/20260205-x_article-openclaw_workforce_the_complete_guide_to_running_yours-@andrewwarner.md,8511,True,https://x.com/AndrewWarner/status/2019456827033866482,filename+url
59,keep,A,/Users/system/Desktop/research/20260213-x_article-your_agent_is_only_as_good_as_its_search-@legendaryy.md,15679,True,https://x.com/Legendaryy/status/2022270816679772598,filename+url
59,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/03-agent-memory-systems/20260213-x_article-your_agent_is_only_as_good_as_its_search-@legendaryy.md,15679,True,https://x.com/Legendaryy/status/2022270816679772598,filename+url
60,keep,A,/Users/system/Desktop/research/20260208-x_thread-by_popular_demand_here_are_my-@poof_eth.md,4001,True,https://x.com/poof_eth/status/2020541601739579626,filename+url
60,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260208-x_thread-by_popular_demand_here_are_my-@poof_eth.md,4001,True,https://x.com/poof_eth/status/2020541601739579626,filename+url
61,keep,A,/Users/system/Desktop/research/RESPONSE-AUGUR-20260203-openclaw_deep_research.md,19404,False,,filename
61,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/11-openclaw-deep-research-constellation/RESPONSE-AUGUR-20260203-openclaw_deep_research.md,19404,False,,filename
62,keep,A,/Users/system/Desktop/research/20260207-x_article-automatic_discipline_with_openclaw-@0xzakk.md,15640,True,https://x.com/0xZakk/status/2020155560268632235,filename+url
62,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/13-prompt-engineering-skills-craft/20260207-x_article-automatic_discipline_with_openclaw-@0xzakk.md,15640,True,https://x.com/0xZakk/status/2020155560268632235,filename+url
63,keep,A,/Users/system/Desktop/research/20260207-x_article-openclaw_mac_mini_setup-the_one_prompt-@cryptsaf.md,8519,True,https://x.com/CrypSaf/status/2020211635579756905,filename+url
63,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/12-homelab-infrastructure/20260207-x_article-openclaw_mac_mini_setup-the_one_prompt-@cryptsaf.md,8519,True,https://x.com/CrypSaf/status/2020211635579756905,filename+url
64,keep,A,/Users/system/Desktop/research/20260202-x_thread-ghostty_nightly_now_supports_click-@mitchellh.md,3246,True,https://x.com/mitchellh/status/2018400993466331431,filename+url
64,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/12-homelab-infrastructure/20260202-x_thread-ghostty_nightly_now_supports_click-@mitchellh.md,3246,True,https://x.com/mitchellh/status/2018400993466331431,filename+url
64,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/coding-tools-platforms/20260204-x_thread-ghostty_nightly_now_supports_the-@mitchellh.md,1745,True,https://x.com/mitchellh/status/2018400993466331431,filename+url
65,keep,A,/Users/system/Desktop/research/20260202-x_article-a_security_first_guide_to_running_openclaw_in_9_steps-@vittostack.md,33678,True,https://x.com/VittoStack/status/2018326025373900881,filename+url
65,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/02-agent-security-hardening/20260202-x_article-a_security_first_guide_to_running_openclaw_in_9_steps-@vittostack.md,33678,True,https://x.com/VittoStack/status/2018326025373900881,filename+url
66,keep,A,/Users/system/Desktop/research/20260202-x_thread-its_only_been_a_week-@minchoi.md,7067,True,https://x.com/minchoi/status/2018349261289578572,filename+url
66,delete,A,/Users/system/Desktop/research/20260202-x_thread-its_only_been_a_week_since-@minchoi.md,6354,True,https://x.com/minchoi/status/2018349261289578572,filename+url
66,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260214-x_thread-its_only_been_a_week-@minchoi.md,7067,True,https://x.com/minchoi/status/2018349261289578572,filename+url
66,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260202-x_thread-its_only_been_a_week_since-@minchoi.md,6354,True,https://x.com/minchoi/status/2018349261289578572,filename+url
67,keep,A,/Users/system/Desktop/research/20260206-x_article-agentic_note_taking_04_wikilinks_as_cognitive_architecture-@molt_cornelius.md,4626,True,https://x.com/molt_cornelius/status/2019849368870777131,filename+url
67,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/04-agentic-notetaking-knowledge-vaults/20260206-x_article-agentic_note_taking_04_wikilinks_as_cognitive_architecture-@molt_cornelius.md,4626,True,https://x.com/molt_cornelius/status/2019849368870777131,filename+url
68,keep,A,/Users/system/Desktop/research/20260206-x_thread-in_my_quest_to_understand_the_true_nature_of_an_agent-@deepfates.md,5042,True,https://x.com/deepfates/status/2019912654173651131,filename+url
68,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/14-philosophical-wildcards-cultural-commentary/20260206-x_thread-in_my_quest_to_understand_the_true_nature_of_an_agent-@deepfates.md,5042,True,https://x.com/deepfates/status/2019912654173651131,filename+url
69,keep,A,/Users/system/Desktop/research/20260203-x_article-subagents_when_and_how_to_use_them-@tempoimmaterial.md,14233,True,https://x.com/tempoimmaterial/status/2018735048439021597,filename+url
69,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/06-multi-agent-orchestration-swarms/20260203-x_article-subagents_when_and_how_to_use_them-@tempoimmaterial.md,14233,True,https://x.com/tempoimmaterial/status/2018735048439021597,filename+url
69,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/agents-orchestration/20260203-x_article-subagents_when_and_how_to_use_them-@tempoimmaterial.md,14011,True,https://x.com/tempoimmaterial/status/2018735048439021597,filename+url
70,keep,A,/Users/system/Desktop/research/RESPONSE-VIZIER-20260203-openclaw_deep_research.md,14405,False,,filename
70,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/11-openclaw-deep-research-constellation/RESPONSE-VIZIER-20260203-openclaw_deep_research.md,14405,False,,filename
71,keep,A,/Users/system/Desktop/research/20260206-x_article-instagram_is_training_you_to_leave_people_who_love_you-@shedrinkswater.md,7650,True,https://x.com/shedrinkswater/status/2019785416556359874,filename+url
71,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/14-philosophical-wildcards-cultural-commentary/20260206-x_article-instagram_is_training_you_to_leave_people_who_love_you-@shedrinkswater.md,7650,True,https://x.com/shedrinkswater/status/2019785416556359874,filename+url
72,keep,A,/Users/system/Desktop/research/20260211-x_article-how_to_become_ai_proof-@jacobsklug.md,10196,True,https://x.com/Jacobsklug/status/2021665138592321799,filename+url
72,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/14-philosophical-wildcards-cultural-commentary/20260211-x_article-how_to_become_ai_proof-@jacobsklug.md,10196,True,https://x.com/Jacobsklug/status/2021665138592321799,filename+url
73,keep,A,/Users/system/Desktop/research/20260213-x_article-we_need_to_solve_multi_agent_collaboration-@zachlloydtweets.md,4764,True,https://x.com/zachlloydtweets/status/2022336577087705417,filename+url
73,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/03-agent-memory-systems/20260213-x_article-we_need_to_solve_multi_agent_collaboration-@zachlloydtweets.md,4764,True,https://x.com/zachlloydtweets/status/2022336577087705417,filename+url
74,keep,A,/Users/system/Desktop/research/PROMPT-VANGUARD-20260203-openclaw_deep_research.md,3549,False,,filename
74,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/11-openclaw-deep-research-constellation/PROMPT-VANGUARD-20260203-openclaw_deep_research.md,3549,False,,filename
75,keep,A,/Users/system/Desktop/research/20260206-x_thread-molt_ecosystem_map_83-@AIonBase_.md,5021,True,https://x.com/AIonBase_/status/2019752568595833185,filename+url
75,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260206-x_thread-molt_ecosystem_map_83-@AIonBase_.md,5021,True,https://x.com/AIonBase_/status/2019752568595833185,filename+url
76,keep,A,/Users/system/Desktop/research/20260211-x_article-how_not_to_go_broke_using_openclaw-@blocmates.md,8647,True,https://x.com/blocmates/status/2021592071912714256,filename+url
76,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/02-agent-security-hardening/20260211-x_article-how_not_to_go_broke_using_openclaw-@blocmates.md,8647,True,https://x.com/blocmates/status/2021592071912714256,filename+url
77,keep,A,/Users/system/Desktop/research/20260208-x_article-what_if_managing_ais_felt_like_minority_report-@geoffreylitt.md,10723,True,https://x.com/geoffreylitt/status/2020599545206313171,filename+url
77,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/04-agentic-notetaking-knowledge-vaults/20260208-x_article-what_if_managing_ais_felt_like_minority_report-@geoffreylitt.md,10723,True,https://x.com/geoffreylitt/status/2020599545206313171,filename+url
78,keep,A,/Users/system/Desktop/research/20260211-x_article-how_love_and_empathy_will_shape_the_post_ai_economy-@farzyness.md,14389,True,https://x.com/farzyness/status/2021709279917400244,filename+url
78,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/14-philosophical-wildcards-cultural-commentary/20260211-x_article-how_love_and_empathy_will_shape_the_post_ai_economy-@farzyness.md,14389,True,https://x.com/farzyness/status/2021709279917400244,filename+url
79,keep,A,/Users/system/Desktop/research/20260126-x_article-stop_drowning_in_busywork_here_are_25_practical_ways_clawdbot_returns_my_time-@nickspIsak_.md,9824,True,https://x.com/NickSpisak_/status/2015853310310228313,filename+url
79,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/13-prompt-engineering-skills-craft/20260126-x_article-stop_drowning_in_busywork_here_are_25_practical_ways_clawdbot_returns_my_time-@nickspIsak_.md,9824,True,https://x.com/NickSpisak_/status/2015853310310228313,filename+url
80,keep,A,/Users/system/Desktop/research/20260207-x_article-how_to_install_and_use_claude_code_agent_teams_reverse_engineered-@jasonzhou1993.md,12763,True,https://x.com/jasonzhou1993/status/2020086991740891526,filename+url
80,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/06-multi-agent-orchestration-swarms/20260207-x_article-how_to_install_and_use_claude_code_agent_teams_reverse_engineered-@jasonzhou1993.md,12763,True,https://x.com/jasonzhou1993/status/2020086991740891526,filename+url
81,keep,A,/Users/system/Desktop/research/20260205-x_thread-my_bio_says_i_work_on-chrispainteryup.md,3228,True,https://x.com/ChrisPainterYup/status/2019534216405606623,filename+url
81,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/08-vibe-coding-software-abundance/20260205-x_thread-my_bio_says_i_work_on-chrispainteryup.md,3228,True,https://x.com/ChrisPainterYup/status/2019534216405606623,filename+url
82,keep,A,/Users/system/Desktop/research/20260212-x_article-on_apis-@rauchg.md,2430,True,https://x.com/rauchg/status/2022050269262151783,filename+url
82,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/07-economic-reckoning-saas-labor-society/20260212-x_article-on_apis-@rauchg.md,2430,True,https://x.com/rauchg/status/2022050269262151783,filename+url
83,keep,A,/Users/system/Desktop/research/20260203-x_article-my_ai_design_toolkit_what_actually_works_for_me_in_2026-@froessell.md,8693,True,https://x.com/froessell/status/2018621691006439603,filename+url
83,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/09-design-in-ai-era/20260203-x_article-my_ai_design_toolkit_what_actually_works_for_me_in_2026-@froessell.md,8693,True,https://x.com/froessell/status/2018621691006439603,filename+url
83,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/vibe-coding-design/20260203-x_article-my_ai_design_toolkit_what_actually_works_for_me_in_2026-@froessell.md,8442,True,https://x.com/froessell/status/2018621691006439603,filename+url
84,keep,A,/Users/system/Desktop/research/20260206-x_article-how_i_stopped_worrying_and_learned_to_love_the_terminal-@pablostanley.md,16258,True,https://x.com/pablostanley/status/2019813770336620560,filename+url
84,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/09-design-in-ai-era/20260206-x_article-how_i_stopped_worrying_and_learned_to_love_the_terminal-@pablostanley.md,16258,True,https://x.com/pablostanley/status/2019813770336620560,filename+url
85,keep,A,/Users/system/Desktop/research/20260202-x_thread-claude_wealth_dynamics_test_your-@thebeautyofsaas.md,1250,True,https://x.com/thebeautyofsaas/status/2018396858305892382,filename+url
85,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/14-philosophical-wildcards-cultural-commentary/20260202-x_thread-claude_wealth_dynamics_test_your-@thebeautyofsaas.md,1250,True,https://x.com/thebeautyofsaas/status/2018396858305892382,filename+url
85,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/career-growth/20260202-x_thread-claude_wealth_dynamics_test_your-@thebeautyofsaas.md,524,True,https://x.com/thebeautyofsaas/status/2018396858305892382,filename+url
86,keep,A,/Users/system/Desktop/research/20260207-x_article-how_to_set_up_claude_cowork_and_get_real_work_done-@theaicolony.md,11951,True,https://x.com/TheAIColony/status/2020162022135022054,filename+url
86,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/05-claude-code-cowork-power-patterns/20260207-x_article-how_to_set_up_claude_cowork_and_get_real_work_done-@theaicolony.md,11951,True,https://x.com/TheAIColony/status/2020162022135022054,filename+url
87,keep,A,/Users/system/Desktop/research/20260203-x_thread-this_is_hands_down_the_best-@EXM7777.md,2368,True,https://x.com/EXM7777/status/2018745809056207266,filename+url
87,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/05-claude-code-cowork-power-patterns/20260203-x_thread-this_is_hands_down_the_best-@EXM7777.md,2368,True,https://x.com/EXM7777/status/2018745809056207266,filename+url
87,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/prompt-engineering/20260203-x_thread-this_is_hands_down_the_best-@EXM7777.md,1583,True,https://x.com/EXM7777/status/2018745809056207266,filename+url
88,keep,A,/Users/system/Desktop/research/20260211-x_article-tool_shaped_objects-@willmanidis.md,10739,True,https://x.com/WillManidis/status/2021655191901155534,filename+url
88,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/07-economic-reckoning-saas-labor-society/20260211-x_article-tool_shaped_objects-@willmanidis.md,10739,True,https://x.com/WillManidis/status/2021655191901155534,filename+url
89,keep,A,/Users/system/Desktop/research/20260202-x_article-i_run_a_fleet_of_ai_agents_from_a_mac_mini_heres_how_i_keep_them_from_going_rogue-@rahulsood.md,5027,True,https://x.com/rahulsood/status/2018394405028364384,filename+url
89,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/06-multi-agent-orchestration-swarms/20260202-x_article-i_run_a_fleet_of_ai_agents_from_a_mac_mini_heres_how_i_keep_them_from_going_rogue-@rahulsood.md,5027,True,https://x.com/rahulsood/status/2018394405028364384,filename+url
89,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/agents-orchestration/20260202-x_article-i_run_a_fleet_of_ai_agents_from_a_mac_mini_here_s_how_i_keep_them_from_going_rogue-@rahulsood.md,4889,True,https://x.com/rahulsood/status/2018394405028364384,filename+url
90,keep,A,/Users/system/Desktop/research/20260213-x_article-token_anxiety-@nikunj.md,4326,True,https://x.com/nikunj/status/2022438070092759281,filename+url
90,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/02-agent-security-hardening/20260213-x_article-token_anxiety-@nikunj.md,4326,True,https://x.com/nikunj/status/2022438070092759281,filename+url
91,keep,A,/Users/system/Desktop/research/20260124-x_article-build_claude_a_tool_for_thought-@arscontexta.md,6176,True,https://x.com/arscontexta/status/2015201046469943660,filename+url
91,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/04-agentic-notetaking-knowledge-vaults/20260124-x_article-build_claude_a_tool_for_thought-@arscontexta.md,6176,True,https://x.com/arscontexta/status/2015201046469943660,filename+url
92,keep,A,/Users/system/Desktop/research/20260203-x_article-software_abundance-@saranormous.md,8909,True,https://x.com/saranormous/status/2018801883222253737,filename+url
92,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/07-economic-reckoning-saas-labor-society/20260203-x_article-software_abundance-@saranormous.md,8909,True,https://x.com/saranormous/status/2018801883222253737,filename+url
92,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/vibe-coding-design/20260203-x_article-software_abundance-@saranormous.md,9274,True,https://x.com/saranormous/status/2018801883222253737,filename+url
93,keep,A,/Users/system/Desktop/research/20260210-x_article-camofox_browser_a_openclaw_browser_that_doesnt_get_blocked-@pradeep24.md,6686,True,https://x.com/pradeep24/status/2021319785947316490,filename+url
93,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/13-prompt-engineering-skills-craft/20260210-x_article-camofox_browser_a_openclaw_browser_that_doesnt_get_blocked-@pradeep24.md,6686,True,https://x.com/pradeep24/status/2021319785947316490,filename+url
94,keep,A,/Users/system/Desktop/research/20260205-x_thread-introducing_openai_frontier-@openai.md,2168,True,https://x.com/OpenAI/status/2019413712772411528,filename+url
94,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/10-ai-engineering-roadmaps-architecture/20260205-x_thread-introducing_openai_frontier-@openai.md,2168,True,https://x.com/OpenAI/status/2019413712772411528,filename+url
95,keep,A,/Users/system/Desktop/research/20260204-x_thread-your_ai_agents_can_now_learn-@hyperbrowser.md,2657,True,https://x.com/hyperbrowser/status/2019126793119338649,filename+url
95,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/13-prompt-engineering-skills-craft/20260204-x_thread-your_ai_agents_can_now_learn-@hyperbrowser.md,2657,True,https://x.com/hyperbrowser/status/2019126793119338649,filename+url
96,keep,A,/Users/system/Desktop/research/20260206-x_thread-im_at_a_claude_code_event_right_now-@andrewwarner.md,1583,True,https://x.com/AndrewWarner/status/2019837230060044628,filename+url
96,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/05-claude-code-cowork-power-patterns/20260206-x_thread-im_at_a_claude_code_event_right_now-@andrewwarner.md,1583,True,https://x.com/AndrewWarner/status/2019837230060044628,filename+url
97,keep,A,/Users/system/Desktop/research/PROMPT-VIZIER-20260203-openclaw_deep_research.md,4686,False,,filename
97,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/11-openclaw-deep-research-constellation/PROMPT-VIZIER-20260203-openclaw_deep_research.md,4686,False,,filename
98,keep,A,/Users/system/Desktop/research/20260205-x_thread-meta_amazon_deepmind_published_comprehensive-rryssf_.md,5282,True,https://x.com/rryssf_/status/2019371384900841539,filename+url
98,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/10-ai-engineering-roadmaps-architecture/20260205-x_thread-meta_amazon_deepmind_published_comprehensive-rryssf_.md,5282,True,https://x.com/rryssf_/status/2019371384900841539,filename+url
99,keep,A,/Users/system/Desktop/research/20260213-x_article-i_cut_my_openclaw_cost_by_95_percent-@akshay_pachaar.md,8574,True,https://x.com/akshay_pachaar/status/2022309334483677654,filename+url
99,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/02-agent-security-hardening/20260213-x_article-i_cut_my_openclaw_cost_by_95_percent-@akshay_pachaar.md,8574,True,https://x.com/akshay_pachaar/status/2022309334483677654,filename+url
100,keep,A,/Users/system/Desktop/research/20260213-x_article-how_ai_will_crush_the_middle_60_percent_of_the_population-@farzyness.md,29845,True,https://x.com/farzyness/status/2022293579725480162,filename+url
100,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/07-economic-reckoning-saas-labor-society/20260213-x_article-how_ai_will_crush_the_middle_60_percent_of_the_population-@farzyness.md,29845,True,https://x.com/farzyness/status/2022293579725480162,filename+url
101,keep,A,/Users/system/Desktop/research/20260207-x_article-shaping_0_1_with_claude_code-@rjs.md,18944,True,https://x.com/rjs/status/2020184079350563263,filename+url
101,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/08-vibe-coding-software-abundance/20260207-x_article-shaping_0_1_with_claude_code-@rjs.md,18944,True,https://x.com/rjs/status/2020184079350563263,filename+url
102,keep,A,/Users/system/Desktop/research/20260209-x_article-i_built_a_marketing_supercomputer_with_claude_code_full_guide-@leonabboud.md,8890,True,https://x.com/leonabboud/status/2020821834296414279,filename+url
102,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/05-claude-code-cowork-power-patterns/20260209-x_article-i_built_a_marketing_supercomputer_with_claude_code_full_guide-@leonabboud.md,8890,True,https://x.com/leonabboud/status/2020821834296414279,filename+url
103,keep,A,/Users/system/Desktop/research/20260208-x_thread-most_devops_engineers_have_heard-@livingdevops.md,2820,True,https://x.com/livingdevops/status/2020435426457329670,filename+url
103,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/10-ai-engineering-roadmaps-architecture/20260208-x_thread-most_devops_engineers_have_heard-@livingdevops.md,2820,True,https://x.com/livingdevops/status/2020435426457329670,filename+url
104,keep,A,/Users/system/Desktop/research/RESPONSE-VANGUARD-20260203-openclaw_deep_research.md,18262,False,,filename
104,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/11-openclaw-deep-research-constellation/RESPONSE-VANGUARD-20260203-openclaw_deep_research.md,18262,False,,filename
105,keep,A,/Users/system/Desktop/research/20260210-x_article-something_big_is_happening-@mattshumer_.md,28327,True,https://x.com/mattshumer_/status/2021256989876109403,filename+url
105,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/07-economic-reckoning-saas-labor-society/20260210-x_article-something_big_is_happening-@mattshumer_.md,28327,True,https://x.com/mattshumer_/status/2021256989876109403,filename+url
106,keep,A,/Users/system/Desktop/research/20260206-x_thread-codex_or_claude_code_why-@DoktorMoose.md,602,True,https://x.com/DoktorMoose/status/2019913523229536677,filename+url
106,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/10-ai-engineering-roadmaps-architecture/20260206-x_thread-codex_or_claude_code_why-@DoktorMoose.md,602,True,https://x.com/DoktorMoose/status/2019913523229536677,filename+url
107,keep,A,/Users/system/Desktop/research/20260201-x_thread-28_days_of_claude_api_day_1_prompt_caching-@adocomplete.md,1279,True,https://x.com/adocomplete/status/2018041429361320443,filename+size+url
107,delete,A,/Users/system/Desktop/research/20260220-x_thread-kian_is_my_latest_i_cant_believe-@ridd_design.md,1279,True,https://x.com/ridd_design/status/2024969506175484027,filename+size+url
107,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/10-ai-engineering-roadmaps-architecture/20260201-x_thread-28_days_of_claude_api_day_1_prompt_caching-@adocomplete.md,1279,True,https://x.com/adocomplete/status/2018041429361320443,filename+size+url
107,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/claude-code/20260201-x_thread-28_days_of_claude_api-@adocomplete.md,973,True,https://x.com/adocomplete/status/2018041429361320443,filename+size+url
108,keep,A,/Users/system/Desktop/research/20260202-x_article-the_ai_agent_paradigm_has_shifted_heres_why_no_hype_i_promise-@hesamation.md,12084,True,https://x.com/Hesamation/status/2018442787054911543,filename+url
108,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260202-x_article-the_ai_agent_paradigm_has_shifted_heres_why_no_hype_i_promise-@hesamation.md,12084,True,https://x.com/Hesamation/status/2018442787054911543,filename+url
108,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/agents-orchestration/20260202-x_article-the_ai_agent_paradigm_has_shifted_heres_why-@hesamation.md,11819,True,https://x.com/Hesamation/status/2018442787054911543,filename+url
109,keep,A,/Users/system/Desktop/research/20260211-x_article-the_future_of_design_is_direct_design-@alexkehr.md,4671,True,https://x.com/alexkehr/status/2021667248608584183,filename+url
109,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/09-design-in-ai-era/20260211-x_article-the_future_of_design_is_direct_design-@alexkehr.md,4671,True,https://x.com/alexkehr/status/2021667248608584183,filename+url
110,keep,A,/Users/system/Desktop/research/20260126-x_article-clawdbot_for_dummies_30_min_setup_guide_for_non_techies-@ganimcorey.md,7289,True,https://x.com/GanimCorey/status/2015854323599867956,filename+url
110,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/01-openclaw-architecture-setup/20260126-x_article-clawdbot_for_dummies_30_min_setup_guide_for_non_techies-@ganimcorey.md,7289,True,https://x.com/GanimCorey/status/2015854323599867956,filename+url
111,keep,A,/Users/system/Desktop/research/20260203-x_article-agentic_note_taking_01_the_verbatim_trap-@molt_cornelius.md,2647,True,https://x.com/molt_cornelius/status/2018823350563614912,filename+url
111,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/04-agentic-notetaking-knowledge-vaults/20260203-x_article-agentic_note_taking_01_the_verbatim_trap-@molt_cornelius.md,2647,True,https://x.com/molt_cornelius/status/2018823350563614912,filename+url
111,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/ai-engineering/20260203-x_article-agentic_note_taking_01_the_verbatim_trap-@molt_cornelius.md,2554,True,https://x.com/molt_cornelius/status/2018823350563614912,filename+url
112,keep,A,/Users/system/Desktop/research/20260205-x_article-how_to_build_a_tony_stark_like_home_lab-@oprydai.md,4323,True,https://x.com/oprydai/status/2019418290087723196,filename+size+url
112,delete,A,/Users/system/Desktop/research/20260206-x_thread-software_development_is_undergoing_a_renaissance-@gdb.md,4323,True,https://x.com/gdb/status/2019566641491963946,filename+size+url
112,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/12-homelab-infrastructure/20260205-x_article-how_to_build_a_tony_stark_like_home_lab-@oprydai.md,4323,True,https://x.com/oprydai/status/2019418290087723196,filename+size+url
112,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/07-economic-reckoning-saas-labor-society/20260205-x_thread-software_development_is_undergoing_a_renaissance-@gdb.md,4323,True,https://x.com/gdb/status/2019566641491963946,filename+size+url
113,keep,A,/Users/system/Desktop/research/20260126-x_article-vibe_note_taking_101_editing_workflow-@arscontexta.md,3116,True,https://x.com/arscontexta/status/2015909609999941965,filename+url
113,delete,B-research-notebooks,/Users/system/Desktop/syncrescendence/04-SOURCES/research-notebooks/04-agentic-notetaking-knowledge-vaults/20260126-x_article-vibe_note_taking_101_editing_workflow-@arscontexta.md,3116,True,https://x.com/arscontexta/status/2015909609999941965,filename+url
113,delete,C,/Users/system/Desktop/NotebookLM Pipeline -Sources/ai-engineering/20260126-x_article-vibe_note_taking_101_editing_workflow-@arscontexta.md,3063,True,https://x.com/arscontexta/status/2015909609999941965,filename+url
114,keep,A,/Users/system/Desktop/research/20260203-x_article-how_i_made_claude_code_3x_faster-@aidenybai.md,7807,True,https://x.com/aidenybai/status/2018812643369488747,filename+url
