id,filename,filepath,platform,format,cadence,value_modality,signal_tier,status,chain,topics,creator,guest,title,date_published,date_processed,date_integrated,integrated_into,notes
SOURCE-20251226-087,20251226-youtube_video-a16z-content.txt,raw/20251226-youtube_video-a16z-content.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,strategic,triaged,information,ai,a16z,,A16z,2025-12-26,,,,
SOURCE-20251226-088,20251226-youtube_video-aidaily-content.md,raw/20251226-youtube_video-aidaily-content.md,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,ai_daily_brief,,Ai Daily Brief,2025-12-26,,,,
SOURCE-20251226-089,20251226-youtube_video-aidaily-content.txt,raw/20251226-youtube_video-aidaily-content.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,ai_daily_brief,,Ai Daily Brief,2025-12-26,,,,
SOURCE-20251226-090,20251226-youtube_video-dshapiro-content.md,raw/20251226-youtube_video-dshapiro-content.md,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,david_shapiro,,David Shapiro,2025-12-26,,,,
SOURCE-20251226-091,20251226-youtube_video-dshapiro-content.txt,raw/20251226-youtube_video-dshapiro-content.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,david_shapiro,,David Shapiro,2025-12-26,,,,
SOURCE-20251226-092,20251226-youtube_video-20251226_youtub-ibm_technology.md,raw/20251226-youtube_video-20251226_youtub-ibm_technology.md,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,ibm_technology,,Ibm Technology,2025-12-26,,,,
SOURCE-20251226-093,20251226-youtube_video-20251226_youtub-ibm_technology.txt,raw/20251226-youtube_video-20251226_youtub-ibm_technology.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,ibm_technology,,Ibm Technology,2025-12-26,,,,
SOURCE-20251227-094,20251227-youtube_video-20251227_youtub-neil_mcdevitt.md,raw/20251227-youtube_video-20251227_youtub-neil_mcdevitt.md,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,neil_mcdevitt,,Neil Mcdevitt,2025-12-27,,,,
SOURCE-20251227-095,20251227-youtube_video-20251227_youtub-neil_mcdevitt.txt,raw/20251227-youtube_video-20251227_youtub-neil_mcdevitt.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,neil_mcdevitt,,Neil Mcdevitt,2025-12-27,,,,
SOURCE-20250207-096,20250207-youtube_video-bilawal-vfx_ai_tools.txt,raw/20250207-youtube_video-bilawal-vfx_ai_tools.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,expertise,ai,bilawal_sidhu,Vfx Ai Tools,Bilawal Sidhu - Vfx Ai Tools,2025-02-07,,,,
SOURCE-20250221-097,20250221-youtube_video-bilawal-3d_vfx_ai_tools.txt,raw/20250221-youtube_video-bilawal-3d_vfx_ai_tools.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,expertise,ai,bilawal_sidhu,3D Vfx Ai Tools,Bilawal Sidhu - 3d Vfx Ai Tools,2025-02-21,,,,
SOURCE-20250820-098,20250820-youtube_video-bilawal-world_model.txt,raw/20250820-youtube_video-bilawal-world_model.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,expertise,ai,bilawal_sidhu,World Model,Bilawal Sidhu - World Model,2025-08-20,,,,
SOURCE-20250829-099,20250829-youtube_lecture-bilawal-harvard_lecture.txt,raw/20250829-youtube_lecture-bilawal-harvard_lecture.txt,youtube,lecture,arrhythmic,dialogue_primary,tactical,triaged,information,ai,bilawal_sidhu,Harvard Lecture,Bilawal Sidhu - Harvard Lecture,2025-08-29,,,,
SOURCE-20250922-100,20250922-youtube_video-bilawal-vfx_workflow.txt,raw/20250922-youtube_video-bilawal-vfx_workflow.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,expertise,ai,bilawal_sidhu,Vfx Workflow,20250922 - Youtube Video - Bilawal Sidhu - Vfx Workflow,2025-09-22,,,,
SOURCE-20251024-101,20251024-youtube_video-bilawal-ian_dawson.txt,raw/20251024-youtube_video-bilawal-ian_dawson.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,expertise,ai,bilawal_sidhu,Ian Dawson,Bilawal Sidhu - Ian Dawson,2025-10-24,,,,
SOURCE-20260101-102,00000000-youtube_video-10_papers_every-10_papers_every_future_ai_engineer_must_read.txt,raw/00000000-youtube_video-10_papers_every-10_papers_every_future_ai_engineer_must_read.txt,youtube,paper,arrhythmic,text_native,tactical,triaged,expertise,ai,,,10 Papers Every Future Ai Engineer Must Read,,,,,
SOURCE-20260101-103,00000000-youtube_video-top_10_technica-top_10_technical_skills_that_will_matter_most.txt,raw/00000000-youtube_video-top_10_technica-top_10_technical_skills_that_will_matter_most.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,expertise,ai,,,Top 10 Technical Skills That Will Matter Most In 2026,,,,,
SOURCE-20251024-104,20251024-youtube_panel-allin-content.txt,raw/20251024-youtube_panel-allin-content.txt,youtube,panel,arrhythmic,dialogue_primary,strategic,triaged,information,ai,all_in,,All In,2025-10-24,,,,
SOURCE-20251024-105,20251024-youtube_video-ai4humans-content.txt,raw/20251024-youtube_video-ai4humans-content.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,ai_for_humans,,Ai For Humans,2025-10-24,,,,
SOURCE-20251025-106,20251025-youtube_video-20251025_youtub-ai_search.txt,raw/20251025-youtube_video-20251025_youtub-ai_search.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,ai_search,,Ai Search,2025-10-25,,,,
SOURCE-20251023-107,20251023-youtube_video-ark-brainstorn_106.txt,raw/20251023-youtube_video-ark-brainstorn_106.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,ark_invest,Brainstorn 106,Ark Invest - Brainstorn 106,2025-10-23,,,,
SOURCE-20260101-108,00000000-youtube_video-the_internet_is-the_internet_is_about_to_change_forever_and_n.txt,raw/00000000-youtube_video-the_internet_is-the_internet_is_about_to_change_forever_and_n.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,expertise,ai,,,The Internet Is About To Change Forever (and Nobody Even Realises),,,,,
SOURCE-20260101-109,00000000-youtube_video-what_nobody_kno-what_nobody_knows_about_adhd_and_sx.txt,raw/00000000-youtube_video-what_nobody_kno-what_nobody_knows_about_adhd_and_sx.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,,,What Nobody Knows About Adhd And S*x,,,,,
SOURCE-20260101-110,00000000-youtube_video-tiny_recursive-tiny_recursive_model_trm_paper_explained.txt,raw/00000000-youtube_video-tiny_recursive-tiny_recursive_model_trm_paper_explained.txt,youtube,paper,arrhythmic,text_native,tactical,triaged,information,ai,,,Tiny Recursive Model (trm) Paper Explained,,,,,
SOURCE-20260101-111,00000000-youtube_video-mberman-24_new_things_you_should_be_using_ai_for.txt,raw/00000000-youtube_video-mberman-24_new_things_you_should_be_using_ai_for.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,,,24 New Things You Should Be Using Ai For,,,,,
SOURCE-20260101-112,00000000-youtube_video-mberman-inside_cerebrass_insane_new_data_center_faste.txt,raw/00000000-youtube_video-mberman-inside_cerebrass_insane_new_data_center_faste.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,,,Inside Cerebras's Insane New Data Center (fastest In The World),,,,,
SOURCE-20260101-113,00000000-youtube_video-deepseek_just_k-deepseek_just_killed_llms.txt,raw/00000000-youtube_video-deepseek_just_k-deepseek_just_killed_llms.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,,,Deepseek Just Killed Llms,,,,,
SOURCE-20260101-114,00000000-youtube_video-deepseek_ocr_ex-deepseek_ocr_explained.md,raw/00000000-youtube_video-deepseek_ocr_ex-deepseek_ocr_explained.md,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,,,Deepseek - Ocr Explained,,,,,
SOURCE-20260101-115,00000000-youtube_video-ok_computer_kim-ok_computer_kimi.txt,raw/00000000-youtube_video-ok_computer_kim-ok_computer_kimi.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,,,"Ok Computer, Kimi",,,,,
SOURCE-20260101-116,00000000-youtube_video-nvidia-s_new_ais_movements_are_so_real_its_uncanny.txt,raw/00000000-youtube_video-nvidia-s_new_ais_movements_are_so_real_its_uncanny.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,strategic,triaged,information,ai,,,Nvidia’s New Ai’s Movements Are So Real It’s Uncanny,,,,,
SOURCE-20251020-117,20251020-youtube_panel-moonshots-202.txt,raw/20251020-youtube_panel-moonshots-202.txt,youtube,panel,arrhythmic,dialogue_primary,tactical,triaged,information,ai,moonshots_202,,Moonshots 202,2025-10-20,,,,
SOURCE-20251027-118,20251027-youtube_panel-moonshots-content.txt,raw/20251027-youtube_panel-moonshots-content.txt,youtube,panel,arrhythmic,dialogue_primary,tactical,triaged,information,ai,moonshots,,Moonshots,2025-10-27,,,,
SOURCE-20251022-119,20251022-youtube_video-20251022_youtub-hans_nelson_ticker_symbol_you.txt,raw/20251022-youtube_video-20251022_youtub-hans_nelson_ticker_symbol_you.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,hans_nelson,Ticker Symbol You,Hans Nelson - Ticker Symbol You,2025-10-22,,,,
SOURCE-20260101-120,00000000-youtube_video-claude_skills-claude_skills_sops_for_agents.txt,raw/00000000-youtube_video-claude_skills-claude_skills_sops_for_agents.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,,,Claude Skills - Sops For Agents,,,,,
SOURCE-20250516-121,20250516-youtube_video-strangeloop-claire_l_evans.md,raw/20250516-youtube_video-strangeloop-claire_l_evans.md,youtube,interview,arrhythmic,dialogue_primary,strategic,triaged,information,ai,sana,Strange Loop,Sana - Strange Loop - Claire L Evans,2025-05-16,,,,
SOURCE-20250516-122,20250516-youtube_video-strangeloop-claire_l_evans.txt,raw/20250516-youtube_video-strangeloop-claire_l_evans.txt,youtube,interview,arrhythmic,dialogue_primary,strategic,triaged,information,ai,sana,Strange Loop,Sana - Strange Loop - Claire L Evans,2025-05-16,,,,
SOURCE-20250605-123,20250605-youtube_video-strangeloop-ethan_mollick.md,raw/20250605-youtube_video-strangeloop-ethan_mollick.md,youtube,interview,arrhythmic,dialogue_primary,paradigm,processed,information,ai,sana,Strange Loop,Sana - Strange Loop - Ethan Mollick,2025-06-05,2026-01-05,,,
SOURCE-20250605-124,20250605-youtube_video-strangeloop-ethan_mollick.txt,raw/20250605-youtube_video-strangeloop-ethan_mollick.txt,youtube,interview,arrhythmic,dialogue_primary,paradigm,triaged,information,ai,sana,Strange Loop,Sana - Strange Loop - Ethan Mollick,2025-06-05,,,,
SOURCE-20250623-125,20250623-youtube_video-brainmind-blaise_aguera_y_arcas.md,raw/20250623-youtube_video-brainmind-blaise_aguera_y_arcas.md,youtube,interview,arrhythmic,dialogue_primary,paradigm,processed,information,ai,brainmind,Blaise Aguera Y Arcas,Brainmind - Blaise Aguera Y Arcas,2025-06-23,2026-01-05,,,
SOURCE-20250623-126,20250623-youtube_video-brainmind-blaise_aguera_y_arcas.txt,raw/20250623-youtube_video-brainmind-blaise_aguera_y_arcas.txt,youtube,interview,arrhythmic,dialogue_primary,paradigm,triaged,information,ai,brainmind,Blaise Aguera Y Arcas,Brainmind - Blaise Aguera Y Arcas,2025-06-23,,,,
SOURCE-20250624-127,20250624-youtube_video-dshapiro-content.md,raw/20250624-youtube_video-dshapiro-content.md,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,dalibor_petrovic,David Shapiro,Dalibor Petrovic - David Shapiro,2025-06-24,,,,
SOURCE-20250624-128,20250624-youtube_video-dshapiro-content.txt,raw/20250624-youtube_video-dshapiro-content.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,dalibor_petrovic,David Shapiro,Dalibor Petrovic - David Shapiro,2025-06-24,,,,
SOURCE-20250807-129,20250807-youtube_video-tedx-blaise_aguera_y_arcas.md,raw/20250807-youtube_video-tedx-blaise_aguera_y_arcas.md,youtube,interview,arrhythmic,dialogue_primary,paradigm,processed,information,ai,tedxcatawba,Blaise Aguera Y Arcas,Tedxcatawba - Blaise Aguera Y Arcas,2025-08-07,2026-01-05,,,
SOURCE-20250807-130,20250807-youtube_video-tedx-blaise_aguera_y_arcas.txt,raw/20250807-youtube_video-tedx-blaise_aguera_y_arcas.txt,youtube,interview,arrhythmic,dialogue_primary,paradigm,triaged,information,ai,tedxcatawba,Blaise Aguera Y Arcas,Tedxcatawba - Blaise Aguera Y Arcas,2025-08-07,,,,
SOURCE-20250902-131,20250902-youtube_video-strangeloop-david_deustch.md,raw/20250902-youtube_video-strangeloop-david_deustch.md,youtube,interview,arrhythmic,dialogue_primary,strategic,processed,information,ai,sana,Strange Loop,Sana - Strange Loop - David Deustch,2025-09-02,2026-01-05,,,
SOURCE-20250902-132,20250902-youtube_video-strangeloop-david_deustch.txt,raw/20250902-youtube_video-strangeloop-david_deustch.txt,youtube,interview,arrhythmic,dialogue_primary,strategic,triaged,information,ai,sana,Strange Loop,Sana - Strange Loop - David Deustch,2025-09-02,,,,
SOURCE-20250903-133,20250903-youtube_video-tow-max_tegmark.md,raw/20250903-youtube_video-tow-max_tegmark.md,youtube,interview,arrhythmic,dialogue_primary,paradigm,processed,information,ai,curt_jaimungal,Max Tegmark,Curt Jaimungal - Max Tegmark,2025-09-03,2026-01-05,,,
SOURCE-20250903-134,20250903-youtube_video-tow-max_tegmark.txt,raw/20250903-youtube_video-tow-max_tegmark.txt,youtube,interview,arrhythmic,dialogue_primary,paradigm,triaged,information,ai,curt_jaimungal,Max Tegmark,Curt Jaimungal - Max Tegmark,2025-09-03,,,,
SOURCE-20251014-135,20251014-youtube_video-duqun-donald_hoffman.md,raw/20251014-youtube_video-duqun-donald_hoffman.md,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,processed,information,ai,andre_duqun_donald_hoffman,,Andre Duqun Donald Hoffman,2025-10-14,2026-01-05,,,
SOURCE-20251014-136,20251014-youtube_video-duqun-donald_hoffman.txt,raw/20251014-youtube_video-duqun-donald_hoffman.txt,youtube,solo_presentation,arrhythmic,dialogue_primary,tactical,triaged,information,ai,andre_duqun_donald_hoffman,,Andre Duqun Donald Hoffman,2025-10-14,,,,
SOURCE-20251014-137,20251014-youtube_video-citadel-jensen_huang.md,raw/20251014-youtube_video-citadel-jensen_huang.md,youtube,interview,arrhythmic,dialogue_primary,paradigm,triaged,information,ai,citadel_securities,Jensen Huang,Citadel Securities - Jensen Huang,2025-10-14,,,,
SOURCE-20251014-138,20251014-youtube_video-citadel-jensen_huang.txt,raw/20251014-youtube_video-citadel-jensen_huang.txt,youtube,interview,arrhythmic,dialogue_primary,paradigm,triaged,information,ai,citadel_securities,Jensen Huang,Citadel Securities - Jensen Huang,2025-10-14,,,,
SOURCE-20251020-139,20251020-youtube_video-bigthink-peter_leyden.md,raw/20251020-youtube_video-bigthink-peter_leyden.md,youtube,interview,arrhythmic,dialogue_primary,strategic,triaged,information,ai,big_think,Peter Leyden,Big Think - Peter Leyden,2025-10-20,,,,
SOURCE-20251020-140,20251020-youtube_video-bigthink-peter_leyden.txt,raw/20251020-youtube_video-bigthink-peter_leyden.txt,youtube,interview,arrhythmic,dialogue_primary,strategic,triaged,information,ai,big_think,Peter Leyden,Big Think - Peter Leyden,2025-10-20,,,,
SOURCE-20251020-141,20251020-youtube_video-itrg-ben_goertzel.md,raw/20251020-youtube_video-itrg-ben_goertzel.md,youtube,interview,arrhythmic,dialogue_primary,paradigm,processed,intelligence,ai,info_tech_research_group,Ben Goertzel,Info Tech Research Group - Ben Goertzel,2025-10-20,2026-01-05,,,
SOURCE-20251020-142,20251020-youtube_video-itrg-ben_goertzel.txt,raw/20251020-youtube_video-itrg-ben_goertzel.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,info_tech_research_group,Ben Goertzel,Info Tech Research Group - Ben Goertzel,2025-10-20,,,,
SOURCE-20251021-143,20251021-youtube_video-relentless-justin_fiaschetti.md,raw/20251021-youtube_video-relentless-justin_fiaschetti.md,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,relentless,Justin Fiaschetti,Relentless - Justin Fiaschetti,2025-10-21,,,,
SOURCE-20251021-144,20251021-youtube_video-relentless-justin_fiaschetti.txt,raw/20251021-youtube_video-relentless-justin_fiaschetti.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,relentless,Justin Fiaschetti,Relentless - Justin Fiaschetti,2025-10-21,,,,
SOURCE-20251021-145,20251021-youtube_video-relentless-saurav_shroff.md,raw/20251021-youtube_video-relentless-saurav_shroff.md,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,relentless,Saurav Shroff,Relentless - Saurav Shroff,2025-10-21,,,,
SOURCE-20251021-146,20251021-youtube_video-relentless-saurav_shroff.txt,raw/20251021-youtube_video-relentless-saurav_shroff.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,relentless,Saurav Shroff,Relentless - Saurav Shroff,2025-10-21,,,,
SOURCE-20251021-147,20251021-youtube_video-tbpn-bryan_johnson.md,raw/20251021-youtube_video-tbpn-bryan_johnson.md,youtube,interview,arrhythmic,dialogue_primary,tactical,processed,information,ai,tbpn,Bryan Johnson,Tbpn - Bryan Johnson,2025-10-21,2026-01-05,,,
SOURCE-20251021-148,20251021-youtube_video-tbpn-bryan_johnson.txt,raw/20251021-youtube_video-tbpn-bryan_johnson.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,tbpn,Bryan Johnson,Tbpn - Bryan Johnson,2025-10-21,,,,
SOURCE-20251024-149,20251024-youtube_video-arcprize-francoise_chollet_and_mike_knoop.md,raw/20251024-youtube_video-arcprize-francoise_chollet_and_mike_knoop.md,youtube,interview,arrhythmic,dialogue_primary,paradigm,processed,information,ai,arc_prize,Francoise Chollet And Mike Knoop,Arc Prize - Francoise Chollet And Mike Knoop,2025-10-24,2026-01-05,,,
SOURCE-20251024-150,20251024-youtube_video-arcprize-francoise_chollet_and_mike_knoop.txt,raw/20251024-youtube_video-arcprize-francoise_chollet_and_mike_knoop.txt,youtube,interview,arrhythmic,dialogue_primary,paradigm,triaged,information,ai,arc_prize,Francoise Chollet And Mike Knoop,Arc Prize - Francoise Chollet And Mike Knoop,2025-10-24,,,,
SOURCE-20251027-151,20251027-youtube_video-allin-john_martinis.md,raw/20251027-youtube_video-allin-john_martinis.md,youtube,interview,arrhythmic,dialogue_primary,strategic,processed,information,ai,all_in,John Martinis,All In - John Martinis,2025-10-27,2026-01-05,,,
SOURCE-20251027-152,20251027-youtube_video-allin-john_martinis.txt,raw/20251027-youtube_video-allin-john_martinis.txt,youtube,interview,arrhythmic,dialogue_primary,strategic,triaged,information,ai,all_in,John Martinis,All In - John Martinis,2025-10-27,,,,
SOURCE-20251027-153,20251027-youtube_video-carbutt-cathie_wood.md,raw/20251027-youtube_video-carbutt-cathie_wood.md,youtube,interview,arrhythmic,dialogue_primary,tactical,processed,expertise,ai,david_carbutt,Cathie Wood,David Carbutt - Cathie Wood,2025-10-27,2026-01-05,,,
SOURCE-20251027-154,20251027-youtube_video-carbutt-cathie_wood.txt,raw/20251027-youtube_video-carbutt-cathie_wood.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,david_carbutt,Cathie Wood,David Carbutt - Cathie Wood,2025-10-27,,,,
SOURCE-20251027-155,20251027-youtube_video-moonshots-chatgpt_atlas.md,raw/20251027-youtube_video-moonshots-chatgpt_atlas.md,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,moonshots,Chatgpt Atlas,Moonshots - Chatgpt Atlas,2025-10-27,,,,
SOURCE-20251027-156,20251027-youtube_video-moonshots-chatgpt_atlas.txt,raw/20251027-youtube_video-moonshots-chatgpt_atlas.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,moonshots,Chatgpt Atlas,Moonshots - Chatgpt Atlas,2025-10-27,,,,
SOURCE-20251028-157,20251028-youtube_lecture-nvidia-gtc_washington_dc_keynote.md,raw/20251028-youtube_lecture-nvidia-gtc_washington_dc_keynote.md,youtube,lecture,arrhythmic,visual_primary,strategic,processed,information,ai,nvidia,Gtc Washington Dc Keynote,Nvidia - Gtc Washington Dc Keynote,2025-10-28,2026-01-05,,,
SOURCE-20251028-158,20251028-youtube_lecture-nvidia-gtc_washington_dc_keynote.txt,raw/20251028-youtube_lecture-nvidia-gtc_washington_dc_keynote.txt,youtube,lecture,arrhythmic,visual_primary,strategic,triaged,information,ai,nvidia,Gtc Washington Dc Keynote,Nvidia - Gtc Washington Dc Keynote,2025-10-28,,,,
SOURCE-20251029-159,20251029-youtube_video-mberman-sam_altman_reveals_exact_date_of_intelligence.md,raw/20251029-youtube_video-mberman-sam_altman_reveals_exact_date_of_intelligence.md,youtube,interview,arrhythmic,dialogue_primary,paradigm,triaged,information,ai,mathew_berman,Sam Altman Reveals Exact Date Of Intelligence Explosion,Mathew Berman - Sam Altman Reveals Exact Date Of Intelligence Explosion,2025-10-29,,,,
SOURCE-20251029-160,20251029-youtube_video-mberman-sam_altman_reveals_exact_date_of_intelligence.txt,raw/20251029-youtube_video-mberman-sam_altman_reveals_exact_date_of_intelligence.txt,youtube,interview,arrhythmic,dialogue_primary,paradigm,triaged,information,ai,mathew_berman,Sam Altman Reveals Exact Date Of Intelligence Explosion,Mathew Berman - Sam Altman Reveals Exact Date Of Intelligence Explosion,2025-10-29,,,,
SOURCE-20251029-161,20251029-youtube_video-openai-sam_jakub_and_wojciec.md,raw/20251029-youtube_video-openai-sam_jakub_and_wojciec.md,youtube,interview,arrhythmic,dialogue_primary,strategic,processed,information,ai,openai,Sam Jakub And Wojciec,Openai - Sam Jakub And Wojciec,2025-10-29,2026-01-05,,,
SOURCE-20251029-162,20251029-youtube_video-openai-sam_jakub_and_wojciec.txt,raw/20251029-youtube_video-openai-sam_jakub_and_wojciec.txt,youtube,interview,arrhythmic,dialogue_primary,strategic,triaged,information,ai,openai,Sam Jakub And Wojciec,Openai - Sam Jakub And Wojciec,2025-10-29,,,,
SOURCE-20251030-163,20251030-youtube_video-aiexp-the_end_of_ai.md,raw/20251030-youtube_video-aiexp-the_end_of_ai.md,youtube,interview,arrhythmic,dialogue_primary,tactical,processed,information,ai,ai_explained,The End Of Ai,Ai Explained - The End Of Ai,2025-10-30,2026-01-05,,,
SOURCE-20251030-164,20251030-youtube_video-aiexp-the_end_of_ai.txt,raw/20251030-youtube_video-aiexp-the_end_of_ai.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,ai_explained,The End Of Ai,Ai Explained - The End Of Ai,2025-10-30,,,,
SOURCE-20251030-165,20251030-youtube_video-moonshots-anatoly_yakovenko_204.md,raw/20251030-youtube_video-moonshots-anatoly_yakovenko_204.md,youtube,interview,arrhythmic,dialogue_primary,tactical,processed,information,ai,moonshots,Anatoly Yakovenko 204,Moonshots - Anatoly Yakovenko 204,2025-10-30,2026-01-05,,,
SOURCE-20251030-166,20251030-youtube_video-moonshots-anatoly_yakovenko_204.txt,raw/20251030-youtube_video-moonshots-anatoly_yakovenko_204.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,moonshots,Anatoly Yakovenko 204,Moonshots - Anatoly Yakovenko 204,2025-10-30,,,,
SOURCE-20251030-167,20251030-youtube_video-sanity-everything_sean_grove.md,raw/20251030-youtube_video-sanity-everything_sean_grove.md,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,sanity,Everything,Sanity - Everything - Sean Grove,2025-10-30,,,,
SOURCE-20251030-168,20251030-youtube_video-sanity-everything_sean_grove.txt,raw/20251030-youtube_video-sanity-everything_sean_grove.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,sanity,Everything,Sanity - Everything - Sean Grove,2025-10-30,,,,
SOURCE-20251031-169,20251031-youtube_video-a16z-ben_horowitz__marc_andreessens.md,raw/20251031-youtube_video-a16z-ben_horowitz__marc_andreessens.md,youtube,interview,arrhythmic,dialogue_primary,strategic,processed,information,ai,a16z,Ben Horowitz And Marc Andreessens,A16z - Ben Horowitz & Marc Andreessens,2025-10-31,2026-01-05,,,
SOURCE-20251031-170,20251031-youtube_video-a16z-ben_horowitz__marc_andreessens.txt,raw/20251031-youtube_video-a16z-ben_horowitz__marc_andreessens.txt,youtube,interview,arrhythmic,dialogue_primary,strategic,triaged,information,ai,a16z,Ben Horowitz And Marc Andreessens,A16z - Ben Horowitz & Marc Andreessens,2025-10-31,,,,
SOURCE-20251031-171,20251031-youtube_video-allin-elon_musk.md,raw/20251031-youtube_video-allin-elon_musk.md,youtube,interview,arrhythmic,dialogue_primary,strategic,processed,information,ai,all_in,Elon Musk,All In - Elon Musk,2025-10-31,2026-01-05,,,
SOURCE-20251031-172,20251031-youtube_video-allin-elon_musk.txt,raw/20251031-youtube_video-allin-elon_musk.txt,youtube,interview,arrhythmic,dialogue_primary,strategic,triaged,information,ai,all_in,Elon Musk,All In - Elon Musk,2025-10-31,,,,
SOURCE-20251031-173,20251031-youtube_video-bilawal-john_gaeta.md,raw/20251031-youtube_video-bilawal-john_gaeta.md,youtube,interview,arrhythmic,dialogue_primary,paradigm,processed,information,ai,bilwal_sidhu,John Gaeta,Bilwal Sidhu - John Gaeta,2025-10-31,2026-01-05,,,
SOURCE-20251031-174,20251031-youtube_video-bilawal-john_gaeta.txt,raw/20251031-youtube_video-bilawal-john_gaeta.txt,youtube,interview,arrhythmic,dialogue_primary,paradigm,triaged,information,ai,bilwal_sidhu,John Gaeta,Bilwal Sidhu - John Gaeta,2025-10-31,,,,
SOURCE-20251031-175,20251031-youtube_video-dshapiro-post_labor_enterprise.md,raw/20251031-youtube_video-dshapiro-post_labor_enterprise.md,youtube,interview,arrhythmic,dialogue_primary,tactical,processed,information,ai,david_shapiro,Post Labor Enterprise,David Shapiro - Post Labor Enterprise,2025-10-31,2026-01-05,,,
SOURCE-20251031-176,20251031-youtube_video-dshapiro-post_labor_enterprise.txt,raw/20251031-youtube_video-dshapiro-post_labor_enterprise.txt,youtube,interview,arrhythmic,dialogue_primary,tactical,triaged,information,ai,david_shapiro,Post Labor Enterprise,David Shapiro - Post Labor Enterprise,2025-10-31,,,,
SOURCE-20251031-177,20251031-youtube_video-extropic-trevor_mccourt_cto.md,raw/20251031-youtube_video-extropic-trevor_mccourt_cto.md,youtube,interview,arrhythmic,dialogue_primary,strategic,processed,information,ai,extropic,Trevor Mccourt Cto,Extropic - Trevor Mccourt Cto,2025-10-31,2026-01-05,,,
SOURCE-20251031-178,20251031-youtube_video-extropic-trevor_mccourt_cto.txt,raw/20251031-youtube_video-extropic-trevor_mccourt_cto.txt,youtube,interview,arrhythmic,dialogue_primary,strategic,triaged,information,ai,extropic,Trevor Mccourt Cto,Extropic - Trevor Mccourt Cto,2025-10-31,,,,
SOURCE-20251031-179,20251031-youtube_video-jre-experience_elon_musk_2404.md,raw/20251031-youtube_video-jre-experience_elon_musk_2404.md,youtube,interview,arrhythmic,dialogue_primary,strategic,triaged,information,ai,joe_rogan_experience,Elon Musk,Joe Rogan Experience - Elon Musk - 2404,2025-10-31,,,,
